@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,
,,,
@attribute total_fiat numeric,,,
@attribute total_biat numeric,,,
@attribute min_biat numeric,,,
@attribute class1 {TOR,NONTOR},,
,,,
@data,,,
621469,-1,-1,NONTOR
1921348,-1,-1,NONTOR
53911,-1,-1,NONTOR
0,0,460707,NONTOR
0,0,598971,NONTOR
177,24602,800465,NONTOR
40,25,2112043,NONTOR
14,23,646271,NONTOR
27,0,365053,NONTOR
18,22,250144,NONTOR
33,33,282532,NONTOR
1547192,-1,-1,NONTOR
248,24,405865,NONTOR
44636,-1,-1,NONTOR
952643,-1,-1,NONTOR
-1,-1,-1,NONTOR
31,24,430354,NONTOR
203712,-1,-1,NONTOR
221,24,275064,NONTOR
812497,-1,-1,NONTOR
182,24528,999990,NONTOR
84831,-1,-1,NONTOR
0,0,407965,NONTOR
26,0,555149,NONTOR
24,24,506104,NONTOR
31,19,508247,NONTOR
32,0,736431,NONTOR
27,23,458058,NONTOR
8,19,464225,NONTOR
32,21,302953,NONTOR
31,19,271110,NONTOR
9,0,712707,NONTOR
149,38,278976,NONTOR
-1,-1,-1,NONTOR
2380009,-1,-1,NONTOR
6413914,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
116602,118975,1969018,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
336606,129869,9590540,NONTOR
-1,-1,-1,NONTOR
97696,97706,671004,NONTOR
70,27,5779215,NONTOR
20131,225,910678,NONTOR
268018,310,267737,NONTOR
1140,276688,309512,NONTOR
1533568,1314,6035995,NONTOR
-1,19,1292469,NONTOR
-1,39,1285404,NONTOR
269703,62,272512,NONTOR
10866,84,744813,NONTOR
35,60,908373,NONTOR
660967,50,4751511,NONTOR
46,39,1318934,NONTOR
270488,-1,-1,NONTOR
46,0,8305463,NONTOR
50950,64,856252,NONTOR
-1,37,2109977,NONTOR
206,844257,844257,NONTOR
49,9,2827233,NONTOR
43,57,963377,NONTOR
35559,35608,5002136,NONTOR
28446,43,969306,NONTOR
1017,88,709712,NONTOR
42,47,1171089,NONTOR
-1,-1,-1,NONTOR
889,66,6317356,NONTOR
1860,133939,141293,NONTOR
330911,-1,-1,NONTOR
338385,-1,-1,NONTOR
342591,40,342554,NONTOR
464,110,1913689,NONTOR
135683,212219,3526450,NONTOR
73,977,7764739,NONTOR
206,464723,9201371,NONTOR
6169384,-1,-1,NONTOR
-1,344987,344987,NONTOR
-1,-1,-1,NONTOR
1012816,901818,901818,NONTOR
-1,51,2559963,NONTOR
189,30,1214513,NONTOR
219,-1,-1,NONTOR
160,-1,-1,NONTOR
-1,-1,-1,NONTOR
140940,2336,12797941,NONTOR
272070,272093,1454048,NONTOR
-1,-1,-1,NONTOR
18652655,-1,-1,NONTOR
276231,276135,10061604,NONTOR
1944,136663,338706,NONTOR
71,-1,-1,NONTOR
280878,280896,8999719,NONTOR
15892483,-1,-1,NONTOR
-1,-1,-1,NONTOR
30,57,411497,NONTOR
304,1726,7249848,NONTOR
535,131470,332573,NONTOR
38,26,217934,NONTOR
84,50,13975268,NONTOR
-1,-1,-1,NONTOR
732,354,1456588,NONTOR
20,37,776341,NONTOR
266387,69,273607,NONTOR
15,22,1775827,NONTOR
3467352,334845,4453021,NONTOR
20,1217,975672,NONTOR
-1,33,1352487,NONTOR
-1,350276,350276,NONTOR
49,28,13281080,NONTOR
52221,299840,1051983,NONTOR
33,36,6149727,NONTOR
-1,-1,-1,NONTOR
380,82,3576775,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
383,480228,9221334,NONTOR
-1,-1,-1,NONTOR
-1,43,319093,NONTOR
313859,-1,-1,NONTOR
179,260647,2969781,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
324743,-1,-1,NONTOR
-1,-1,-1,NONTOR
66,2091,7825451,NONTOR
5104,5171,5440586,NONTOR
387,4403,6391960,NONTOR
240,24123,764112,NONTOR
-1,1755,4079121,NONTOR
71,12,5689743,NONTOR
1,94,1135228,NONTOR
174,124,1029317,NONTOR
-1,813,5079931,NONTOR
326,338169,6240171,NONTOR
-1,986,7396816,NONTOR
169,475615,4295397,NONTOR
-1,-1,-1,NONTOR
140,313819,4750656,NONTOR
204,321235,5199447,NONTOR
-1,-1,-1,NONTOR
202,479128,5217774,NONTOR
197229,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
1506230,1807901,1810885,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
886,36,295502,NONTOR
199,330621,8381315,NONTOR
58,20,13698057,NONTOR
-1,-1,-1,NONTOR
48,20,4515040,NONTOR
723,336860,10434485,NONTOR
945,95420,11026489,NONTOR
71,17,3233089,NONTOR
-1,-1,-1,NONTOR
39,14130,1012050,NONTOR
40,1048,1023968,NONTOR
-1,-1,-1,NONTOR
53,20,4321223,NONTOR
166,271,2801379,NONTOR
70,231098,1239522,NONTOR
-1,-1,-1,NONTOR
57,21541,2004400,NONTOR
293791,-1,-1,NONTOR
0,35,1708131,NONTOR
-1,-1,-1,NONTOR
19,40,789579,NONTOR
14,17,13187606,NONTOR
-1,-1,-1,NONTOR
45,21747,779674,NONTOR
32,4820,1717544,NONTOR
19,34,2603364,NONTOR
0,71,1185884,NONTOR
5,36,1072556,NONTOR
30,27589,788843,NONTOR
31,6848,1038380,NONTOR
9660076,9655729,9655729,NONTOR
18,53,812502,NONTOR
-1,19,3009958,NONTOR
7303683,7306296,7306296,NONTOR
-1,-1,-1,NONTOR
44,119619,5861978,NONTOR
15,18,3514619,NONTOR
19,48,1456538,NONTOR
1047194,974983,974983,NONTOR
-1,175843,1038687,NONTOR
18,41,1044164,NONTOR
36,117362,2190226,NONTOR
-1,45,4025350,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
19,47,2104002,NONTOR
18,41,2570327,NONTOR
0,90,1169052,NONTOR
14,29,1077261,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
18,41,1256330,NONTOR
35,5600,1030443,NONTOR
-1,-1,-1,NONTOR
31,38,13365549,NONTOR
19,3953,993683,NONTOR
20,26511,871621,NONTOR
33,29004,3359464,NONTOR
20,219516,2201219,NONTOR
17,55620,1260370,NONTOR
4149724,4151788,4151788,NONTOR
30,100457,1859497,NONTOR
52,28,4863584,NONTOR
0,55,1023894,NONTOR
3216,-1,-1,NONTOR
26,27,4925490,NONTOR
57,37,10853692,NONTOR
50,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
45,-1,-1,NONTOR
-1,-1,-1,NONTOR
2682556,-1,-1,NONTOR
3385720,3386112,3386112,NONTOR
26,198712,3136829,NONTOR
518,483,2279578,NONTOR
-1,0,3689625,NONTOR
193,20308,1480449,NONTOR
-1,-1,-1,NONTOR
171,475253,2725448,NONTOR
-1,-1,-1,NONTOR
210,567127,3089213,NONTOR
138,32,1039295,NONTOR
-1,-1,-1,NONTOR
348,260049,10145612,NONTOR
202,150770,322322,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
91,115,2036806,NONTOR
-1,-1,-1,NONTOR
52,59,1586946,NONTOR
-1,-1,-1,NONTOR
25,542,7603342,NONTOR
55,64,764588,NONTOR
146,48,692831,NONTOR
51,-1,-1,NONTOR
51,-1,-1,NONTOR
66,36,1704342,NONTOR
70,-1,-1,NONTOR
0,-1,-1,NONTOR
142,487458,12792000,NONTOR
185,348074,2326050,NONTOR
209,480971,2607158,NONTOR
-1,-1,-1,NONTOR
272,489541,12382371,NONTOR
205,485379,2859457,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
39,27,1555824,NONTOR
-1,-1,-1,NONTOR
40,26,1557752,NONTOR
20,18,9347136,NONTOR
3,7,3116887,NONTOR
32,44,1121286,NONTOR
13,23,748297,NONTOR
6,9,507490,NONTOR
-1,-1,-1,NONTOR
12,10,263384,NONTOR
28,63,3681096,NONTOR
26,29,443806,NONTOR
333,682880,682880,NONTOR
350,-1,-1,NONTOR
425,-1,-1,NONTOR
15,13,268994,NONTOR
124,-1,-1,NONTOR
229118,2980633,3012732,NONTOR
306,-1,-1,NONTOR
45,-1,-1,NONTOR
32,61,270148,NONTOR
17,10,262163,NONTOR
55,-1,-1,NONTOR
485,225026,2063521,NONTOR
33,10,279497,NONTOR
0,2,257323,NONTOR
0,3,4638430,NONTOR
0,3,461566,NONTOR
0,6,274742,NONTOR
0,10,10906811,NONTOR
0,5,164645,NONTOR
0,18,292209,NONTOR
-1,-1,-1,NONTOR
18,-1,-1,NONTOR
4,-1,-1,NONTOR
0,5,265978,NONTOR
-1,-1,-1,NONTOR
535,228121,5835489,NONTOR
11,-1,-1,NONTOR
61,-1,-1,NONTOR
50,-1,-1,NONTOR
4,-1,-1,NONTOR
22,-1,-1,NONTOR
-1,-1,-1,NONTOR
23,-1,-1,NONTOR
59,-1,-1,NONTOR
47,63,264639,NONTOR
79,119,3058112,NONTOR
0,2,276767,NONTOR
13,6,3003301,NONTOR
408,233404,5888063,NONTOR
4,-1,-1,NONTOR
47,-1,-1,NONTOR
11,-1,-1,NONTOR
-1,-1,-1,NONTOR
0,12,273192,NONTOR
227119,2996053,3005750,NONTOR
1,34,282340,NONTOR
-1,-1,-1,NONTOR
409,238942,4053405,NONTOR
0,4,277932,NONTOR
-1,-1,-1,NONTOR
1,15,279336,NONTOR
14,-1,-1,NONTOR
228870,2993403,2999325,NONTOR
-1,-1,-1,NONTOR
-1,-1,-1,NONTOR
18,27,549769,NONTOR
20,27,592735,NONTOR
29,6295,364064,NONTOR
536,25,6786536,NONTOR
0,0,285614,NONTOR
135,599,354731,NONTOR
18,1177,2042501,NONTOR
25,64,400242,NONTOR
814,36,5788843,NONTOR
584,19,5792353,NONTOR
19,1597,10053120,NONTOR
30,40,5026699,NONTOR
3621,31,300821,NONTOR
54,850,371674,NONTOR
19,4073,4979764,NONTOR
17187,-1,-1,NONTOR
19,42,6862366,NONTOR
927,42,5016908,NONTOR
1116,1257,7058132,NONTOR
25,439,10025773,NONTOR
19,1686,9978611,NONTOR
820,142279,257032,NONTOR
73,-1,-1,NONTOR
28,-1,-1,NONTOR
283,26,572435,NONTOR
247,45,651243,NONTOR
212,27,792526,NONTOR
974,-1,-1,NONTOR
272,29,556380,NONTOR
689,-1,-1,NONTOR
24,-1,-1,NONTOR
632,30,570260,NONTOR
226,-1,-1,NONTOR
54,-1,-1,NONTOR
733,29,562448,NONTOR
248,31,693633,NONTOR
295,-1,-1,NONTOR
357,26,560220,NONTOR
30,-1,-1,NONTOR
307,26,580317,NONTOR
398,27,584784,NONTOR
294,35,509318,NONTOR
147,-1,-1,NONTOR
192,-1,-1,NONTOR
21,-1,-1,NONTOR
17,-1,-1,NONTOR
67,-1,-1,NONTOR
46,-1,-1,NONTOR
579,-1,-1,NONTOR
249,40,686639,NONTOR
341,37,756987,NONTOR
338,33,716079,NONTOR
23,-1,-1,NONTOR
45,-1,-1,NONTOR
50,-1,-1,NONTOR
30,-1,-1,NONTOR
614,46,702222,NONTOR
4293,-1,-1,NONTOR
415,28,760453,NONTOR
216,35,693014,NONTOR
612,37,826859,NONTOR
19,-1,-1,NONTOR
44,-1,-1,NONTOR
45,-1,-1,NONTOR
1067,46,733307,NONTOR
85,-1,-1,NONTOR
59,-1,-1,NONTOR
22,9,5932524,NONTOR
30,6,11586760,NONTOR
16,12,7952542,NONTOR
15,10,7641912,NONTOR
26,14,82091,NONTOR
30,19,11751028,NONTOR
17,15,209079,NONTOR
5,7,30257998,NONTOR
896209,-1,-1,NONTOR
5,8,9617666,NONTOR
9,18,208131,NONTOR
7,8,11207786,NONTOR
13,20,1994,NONTOR
191,35,249463,NONTOR
5,8,30369238,NONTOR
946518,-1,-1,NONTOR
4,8,226281,NONTOR
21,6,3906,NONTOR
7,11,3721,NONTOR
8,18,30238761,NONTOR
399,61,246548,NONTOR
362,247,252716,NONTOR
206,127,252156,NONTOR
355,2883,246840,NONTOR
11,20,10668891,NONTOR
7,20,30337363,NONTOR
5,11,30409577,NONTOR
4,12,208131,NONTOR
23,26,2631,NONTOR
1236985,-1,-1,NONTOR
24,17,2744,NONTOR
165,7,459894,NONTOR
69,7,500414,NONTOR
204,6,504251,NONTOR
138,7,498286,NONTOR
122,6,284337,NONTOR
48,7,260847,NONTOR
88,8,284300,NONTOR
149,6,468347,NONTOR
29,5,507032,NONTOR
205,7,327867,NONTOR
59,7,281993,NONTOR
194,7,583699,NONTOR
23,7,524437,NONTOR
168,7,489938,NONTOR
19,10,502847,NONTOR
17,8,3684163,NONTOR
20,8,3703798,NONTOR
18,10,3481074,NONTOR
17,8,3361742,NONTOR
13,4,3372520,NONTOR
12,7,2964718,NONTOR
21,8,3386762,NONTOR
7,8,3517715,NONTOR
16,9,3093710,NONTOR
11,11,2955769,NONTOR
24,9,3090829,NONTOR
15,9,3386520,NONTOR
16,8,3690785,NONTOR
16,9,3521174,NONTOR
20,9,2841824,NONTOR
7,7,2760840,NONTOR
11,8,3265001,NONTOR
26,8,2980252,NONTOR
9,7,3388944,NONTOR
138,6,317185,NONTOR
250,6,443487,NONTOR
67,6,350525,NONTOR
144,6,376784,NONTOR
46,7,262198,NONTOR
48,5,718738,NONTOR
103,6,174126,NONTOR
123,5,243346,NONTOR
12,6,174182,NONTOR
115,7,256658,NONTOR
33,6,264633,NONTOR
266,6,193900,NONTOR
11,7,225783,NONTOR
18,10,5205685,NONTOR
10039547,10039077,10039077,NONTOR
30,10,64400,NONTOR
959249,957670,962156,NONTOR
12,7,48331,NONTOR
10038673,10039366,10039366,NONTOR
29,9,42331,NONTOR
27,15,39790,NONTOR
959335,959220,1922465,NONTOR
10038675,10038615,10038615,NONTOR
959583,958814,961648,NONTOR
27,14,39794,NONTOR
60,17,41218,NONTOR
959457,959180,961257,NONTOR
10038665,10038651,10038651,NONTOR
36,9,41309,NONTOR
11,31,41349,NONTOR
10039079,10039017,10039017,NONTOR
10039153,10039165,10039165,NONTOR
959531,959232,961114,NONTOR
44,10,43157,NONTOR
46,23,41121,NONTOR
10038152,10037986,10037986,NONTOR
186,44,44402,NONTOR
10039036,10039250,10039250,NONTOR
959839,957312,962682,NONTOR
10038512,10038177,10038177,NONTOR
64,30,44059,NONTOR
959735,959527,961350,NONTOR
11,22,53645,NONTOR
10037826,10037960,10037960,NONTOR
11,32,496035,NONTOR
10039307,10039360,10039360,NONTOR
10039326,10039116,10039116,NONTOR
10038786,10038288,10038288,NONTOR
959897,959631,961703,NONTOR
43,34,47039,NONTOR
38,11,40077,NONTOR
10039635,10038704,10038704,NONTOR
10038764,10039753,10039753,NONTOR
10038415,10038856,10038856,NONTOR
959455,958331,962054,NONTOR
33,13,40652,NONTOR
10038894,10038695,10038695,NONTOR
10,14,26566,NONTOR
51,22,37207,NONTOR
10038984,10038930,10038930,NONTOR
55,17,42938,NONTOR
959637,959390,961406,NONTOR
959269,959352,961201,NONTOR
10039053,10039333,10039333,NONTOR
959448,959193,968687,NONTOR
10038769,10038936,10038936,NONTOR
959435,959153,966573,NONTOR
33,16,40775,NONTOR
959356,959156,963084,NONTOR
10038912,10038713,10038713,NONTOR
17,19,39849,NONTOR
10039111,10039175,10039175,NONTOR
10038575,10038470,10038470,NONTOR
10038643,10038647,10038647,NONTOR
10039157,10038889,10038889,NONTOR
959351,955987,965376,NONTOR
10039046,10039005,10039005,NONTOR
47,15,42055,NONTOR
959655,959223,961946,NONTOR
10038400,10038366,10038366,NONTOR
42,18,61802,NONTOR
10038802,10038718,10038718,NONTOR
959679,958525,963296,NONTOR
959373,958931,961658,NONTOR
10039364,10039421,10039421,NONTOR
59,20,56649,NONTOR
64,11,45078,NONTOR
215,13,40945,NONTOR
959546,958334,963204,NONTOR
959558,958885,961559,NONTOR
959371,958360,963220,NONTOR
959190,958972,961485,NONTOR
959517,945181,976070,NONTOR
10039835,10039932,10039932,NONTOR
24,20,44713,NONTOR
10039380,10039459,10039459,NONTOR
10038750,10038742,10038742,NONTOR
24,12,43871,NONTOR
10039123,10039301,10039301,NONTOR
10038927,10038994,10038994,NONTOR
15,22,42204,NONTOR
959246,956851,962850,NONTOR
10039591,10039652,10039652,NONTOR
28,15,37371,NONTOR
10038860,10038541,10038541,NONTOR
10039817,10039448,10039448,NONTOR
32,12,40736,NONTOR
10039141,10040250,10040250,NONTOR
959692,958805,961882,NONTOR
10039596,10040745,10040745,NONTOR
959242,958575,967623,NONTOR
10039079,10039149,10039149,NONTOR
10039125,10039870,10039870,NONTOR
16,9,47875,NONTOR
27,14,39411,NONTOR
35,24,39923,NONTOR
10039403,10040297,10040297,NONTOR
52,11,41187,NONTOR
11,11,41993,NONTOR
10038786,10038628,10038628,NONTOR
20,23,40951,NONTOR
10038233,10039105,10039105,NONTOR
39,42,40998,NONTOR
10038964,10040374,10040374,NONTOR
10038634,10038716,10038716,NONTOR
959325,953867,970255,NONTOR
10039258,10039484,10039484,NONTOR
10039376,10039790,10039790,NONTOR
10039969,10039880,10039880,NONTOR
10039858,10039640,10039640,NONTOR
959570,959380,961831,NONTOR
79,22,41413,NONTOR
10039108,10038822,10038822,NONTOR
46,9,40790,NONTOR
10040261,10039693,10039693,NONTOR
959391,958788,961169,NONTOR
186,9,42193,NONTOR
35,23,41214,NONTOR
19,12,39975,NONTOR
959420,958839,961768,NONTOR
54,16,44690,NONTOR
11,11,39163,NONTOR
10038939,10039638,10039638,NONTOR
10039471,10039279,10039279,NONTOR
41,23,39608,NONTOR
10039434,10039161,10039161,NONTOR
10039414,10039145,10039145,NONTOR
959489,959218,960934,NONTOR
117,41,43707,NONTOR
959562,956926,963436,NONTOR
49,36,32392,NONTOR
959347,958819,961838,NONTOR
41,20,29016,NONTOR
10039945,10038926,10038926,NONTOR
112,24,47572,NONTOR
959557,958557,962410,NONTOR
10039387,10038849,10038849,NONTOR
10039086,10039091,10039091,NONTOR
959477,959402,961792,NONTOR
10039892,10039976,10039976,NONTOR
959714,958963,961226,NONTOR
80,28,36877,NONTOR
10038296,10038819,10038819,NONTOR
33,28,40919,NONTOR
30,53,61363,NONTOR
959442,950792,1920184,NONTOR
10040108,10040193,10040193,NONTOR
22,15,76523,NONTOR
10039302,10038192,10038192,NONTOR
30,15,40220,NONTOR
31,19,40334,NONTOR
158,18,42799,NONTOR
39,15,43781,NONTOR
959193,958953,961715,NONTOR
959270,958495,961836,NONTOR
959782,959123,961785,NONTOR
42,17,37724,NONTOR
24,13,41588,NONTOR
10038328,10038351,10038351,NONTOR
959179,959341,961088,NONTOR
45,24,38732,NONTOR
10038824,10038738,10038738,NONTOR
66,32,41515,NONTOR
132,28,44498,NONTOR
272,18,49318,NONTOR
959234,959084,960943,NONTOR
30,15,44419,NONTOR
40,26,42167,NONTOR
191,25,41225,NONTOR
36,23,41813,NONTOR
10038100,10037882,10037882,NONTOR
959562,959558,960956,NONTOR
10038829,10038905,10038905,NONTOR
10037840,10037670,10037670,NONTOR
10038679,10038802,10038802,NONTOR
144,18,40539,NONTOR
10038157,10038566,10038566,NONTOR
10039420,10038446,10038446,NONTOR
959643,959648,961220,NONTOR
959303,958012,961967,NONTOR
10038672,10038682,10038682,NONTOR
43,18,43284,NONTOR
10038509,10038561,10038561,NONTOR
29,27,43733,NONTOR
68,21,42309,NONTOR
959438,958151,962247,NONTOR
959382,959169,962095,NONTOR
959378,958721,961744,NONTOR
236,11,43005,NONTOR
959376,957571,962320,NONTOR
10038824,10040206,10040206,NONTOR
959627,959405,961633,NONTOR
959230,958696,961646,NONTOR
10038855,10038847,10038847,NONTOR
10039114,10038745,10038745,NONTOR
959449,956972,963314,NONTOR
354,22,49884,NONTOR
959382,958771,961604,NONTOR
10040256,10039618,10039618,NONTOR
10039405,10040424,10040424,NONTOR
10039095,10039049,10039049,NONTOR
10039410,10039422,10039422,NONTOR
959237,959319,962422,NONTOR
10038609,10038549,10038549,NONTOR
34,18,41133,NONTOR
10038914,10038837,10038837,NONTOR
10039360,10040209,10040209,NONTOR
97,19,42420,NONTOR
10039523,10039529,10039529,NONTOR
959325,959187,961535,NONTOR
959638,958923,960821,NONTOR
10039296,10039195,10039195,NONTOR
959479,958222,961558,NONTOR
25,16,42796,NONTOR
10039234,10039030,10039030,NONTOR
959162,958899,960993,NONTOR
10038479,10038502,10038502,NONTOR
75,14,41413,NONTOR
959225,959133,960909,NONTOR
39,16,40768,NONTOR
10039363,10039445,10039445,NONTOR
959280,958954,1919132,NONTOR
10038670,10038613,10038613,NONTOR
10038621,10038764,10038764,NONTOR
959576,957801,962692,NONTOR
959327,958650,961977,NONTOR
10038965,10038944,10038944,NONTOR
103,17,42004,NONTOR
959155,959013,961002,NONTOR
10039190,10038955,10038955,NONTOR
959321,958873,961169,NONTOR
25,20,38572,NONTOR
10038262,10039232,10039232,NONTOR
33,18,45623,NONTOR
10039778,10039477,10039477,NONTOR
30,17,41274,NONTOR
10039074,10039095,10039095,NONTOR
10038832,10038958,10038958,NONTOR
10039014,10038687,10038687,NONTOR
959508,959346,960744,NONTOR
25,17,40311,NONTOR
10038928,10038928,10038928,NONTOR
959520,959110,961460,NONTOR
959473,959466,961711,NONTOR
959226,959096,960936,NONTOR
10039752,10039705,10039705,NONTOR
10039187,10039599,10039599,NONTOR
60,18,44646,NONTOR
959305,958662,962225,NONTOR
56,28,648676,NONTOR
959426,959022,961694,NONTOR
10039163,10039064,10039064,NONTOR
959290,959204,1920125,NONTOR
46,26,615530,NONTOR
959404,959357,961834,NONTOR
959135,958925,960763,NONTOR
10038652,10039213,10039213,NONTOR
959301,956579,962758,NONTOR
10039917,10039248,10039248,NONTOR
61,17,605909,NONTOR
10038893,10040153,10040153,NONTOR
959304,958994,961094,NONTOR
10039201,10040084,10040084,NONTOR
959366,959164,997825,NONTOR
12,48,43548,NONTOR
108,38,23135,NONTOR
142,43,22863,NONTOR
209,56,23085,NONTOR
1790,5289,23005,NONTOR
1110,74,29464,NONTOR
6970,9248,23002,NONTOR
484,5534,25116,NONTOR
70,6876,23088,NONTOR
112,75,23080,NONTOR
180,1230,22502,NONTOR
2483,1949,23186,NONTOR
891,6427,22884,NONTOR
206,141,22943,NONTOR
2870532,2871452,2871452,NONTOR
1451,321,34143,NONTOR
8839,54,22319,NONTOR
1926,2557,23241,NONTOR
226,7219,24505,NONTOR
850,6967,24761,NONTOR
7337,4370,24430,NONTOR
169,2521,24470,NONTOR
208,55,24433,NONTOR
217,8426,24376,NONTOR
374,52,35146,NONTOR
726,162,24450,NONTOR
1152,56,32907,NONTOR
2787,46,24395,NONTOR
3107641,3108496,3108496,NONTOR
-1,-1,-1,NONTOR
96,30,12298983,NONTOR
49,121,28710,NONTOR
133,169,23506,NONTOR
12778,-1,-1,NONTOR
16739,56665,56665,NONTOR
1838,100,22735,NONTOR
6920,9294,23069,NONTOR
8349,491,23121,NONTOR
481,5592,25232,NONTOR
2495,1320,22967,NONTOR
52,888,22947,NONTOR
1004,1081,23083,NONTOR
53,144,23096,NONTOR
2485,143,25419,NONTOR
921,141,23088,NONTOR
8224,134,23225,NONTOR
2859169,2858338,2858338,NONTOR
3069,2220,23002,NONTOR
715,154,23117,NONTOR
7466,132,23122,NONTOR
2600,144,23039,NONTOR
1428,438,34150,NONTOR
65,2093,23197,NONTOR
536,105,30283,NONTOR
83,2889,24446,NONTOR
153,4995,27022,NONTOR
54,172,24464,NONTOR
864,6957,24762,NONTOR
1598,510,41468,NONTOR
108,142,24411,NONTOR
2959289,2958324,2958324,NONTOR
931,80,24898,NONTOR
303,137,35235,NONTOR
2340,973,24420,NONTOR
718,2989,24530,NONTOR
6204,138,24493,NONTOR
55,94,24468,NONTOR
3934,793,24485,NONTOR
52,127,27383,NONTOR
54,1238,24496,NONTOR
3046626,3045714,3045714,NONTOR
51,858,24512,NONTOR
1220,139,32963,NONTOR
159,1721,24412,NONTOR
3050044,3049012,3049012,NONTOR
718,140,24478,NONTOR
765,1152,24432,NONTOR
510,132,24397,NONTOR
56,907,24490,NONTOR
6080,406,27193,NONTOR
350191,5859008,5859008,NONTOR
0,0,854818,NONTOR
3,0,1211310,NONTOR
7,0,472021,NONTOR
7,0,2923147,NONTOR
8,0,692620,NONTOR
10,0,681691,NONTOR
7,0,639028,NONTOR
4,0,694389,NONTOR
7,0,757561,NONTOR
6,0,24285,NONTOR
5,5,2542432,NONTOR
7,0,866900,NONTOR
10,0,30549,NONTOR
4,0,30386,NONTOR
6,0,270992,NONTOR
3,3,3692990,NONTOR
3,4,1996280,NONTOR
7,0,25167,NONTOR
9,5,1362102,NONTOR
50,13,780948,NONTOR
28,0,26003,NONTOR
17,4,4569316,NONTOR
37,0,28879,NONTOR
4,1,6221842,NONTOR
7,0,37051,NONTOR
7,0,1468289,NONTOR
17,0,886847,NONTOR
47,0,23405,NONTOR
48,0,198745,NONTOR
22,5,2772191,NONTOR
20,10,4599270,NONTOR
72,0,176433,NONTOR
19,5,10009192,NONTOR
78,1,4246821,NONTOR
8,9,88104,NONTOR
10,0,80523,NONTOR
5,2,1852398,NONTOR
22,0,24660,NONTOR
5,2,52267,NONTOR
242,0,1844741,NONTOR
19,28,583954,NONTOR
56,26,111603,NONTOR
26,8,6712424,NONTOR
127,1,1962880,NONTOR
8,10,35020,NONTOR
4,1,4705468,NONTOR
46,1,3758205,NONTOR
30,14,10008306,NONTOR
51,1,26942,NONTOR
81,1,30979,NONTOR
132,2,130651,NONTOR
70,1,192129,NONTOR
15,6,66201,NONTOR
4,2,10988938,NONTOR
84,2,216285,NONTOR
148,0,25120,NONTOR
102,0,24479,NONTOR
2,5,10571625,NONTOR
7,2,66069,NONTOR
5,2,52292,NONTOR
8,3,66626,NONTOR
78,1,208475,NONTOR
91,114,1571108,NONTOR
29,11,292190,NONTOR
96,59,833145,NONTOR
143,151,23370,NONTOR
18,23,9953173,NONTOR
47,0,25662,NONTOR
65,1,1181612,NONTOR
104,1,346388,NONTOR
40,6,5964255,NONTOR
38,7,4227038,NONTOR
298,80,29143416,NONTOR
39,4,5585914,NONTOR
188,13,6871729,NONTOR
37,8,5822073,NONTOR
18,16,5819329,NONTOR
74,4,4460017,NONTOR
